l2,lr,gcn_hidden_feat,classifier_hidden_feats,auc_roc,auc_prc,se,sp,acc,mcc,precision,type,split,model,seed
0,0.0031622776601683794,"(256, 256)",128,0.9901605416786295,0.988935300914847,0.9560723514211886,0.9606481481481481,0.9584859584859585,0.9167204995693368,0.9560723514211886,tr,cluster,gcn,0
0,0.0031622776601683794,"(256, 256)",128,0.9972462627852086,0.9959538284822421,0.975609756097561,0.967741935483871,0.970873786407767,0.9396623865140615,0.9523809523809523,va,cluster,gcn,0
0,0.0031622776601683794,"(256, 256)",128,0.9795454545454545,0.9856546135464309,0.9375,1.0,0.970873786407767,0.9428725368201439,1.0,te,cluster,gcn,0
