smiles
CSC1=C(c2ccc(C)s2)/C(=N/C(C)(C)C)C1
CSC1=C(c2ccccc2)/C(=N/C(C)(C)C)C1
C/N=C1\CC(SC)=C1c1ccc(OC)cc1
C/N=C1\CC(SC)=C1c1ccc(C)cc1
CSC1=C(c2ccc(C)cc2)/C(=N/C(C)(C)C)C1
COc1ccc(C2=C(SC)C/C2=N\C(C)(C)C)cc1
CN(c1ccc(Cl)cc1)c1sccc1-n1cccc1
COc1cccc(-n2ccc(OC)c2SC)c1
CC1CCC(C(C)C)C(O[C@H]2C=CC(=O)O2)C1
O=[N+]([O-])c1ccc(N(CCO)CCO)cc1
c1ccc(-c2nnc3n2CCCS3)cc1
O=C(/C=C/C=C/c1ccccc1)c1cccs1
N#C/C(=C/c1ccccc1[N+](=O)[O-])c1ccccc1
COc1ccc(C(=O)NC(=S)NNC(=O)COc2ccccc2)cc1
O=Cc1ccc(-c2ccccc2Cl)o1
COc1ccc(/C(C)=N/N=C(\C)c2ccc(OC)cc2OC)c(OC)c1
C[C@]12C=CC(=O)C=C1CCC1C2CC[C@]2(C)C(=O)CCC12
C[C@]12CCC3C(CCC4=CC(=O)CC[C@@]43C)C1CCC2=O
CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)C3C(=O)C[C@@]21C
CC(=O)O[C@H]1CC[C@@]2(C)C(=CCC3C4CCC(=O)[C@@]4(C)CCC32)C1
C[C@]12CCc3c(ccc4cc(O)ccc34)C1CCC2=O
CC(=O)[C@H]1CCC2C3CC=C4C[C@@H](O)CC[C@]4(C)C3CC[C@@]21C
Cc1ccc(OCC(=O)Nc2ccc(NC(=O)COc3ccc(C)cc3)cc2)cc1
O=C(COc1ccccc1Cl)Nc1ccc(NC(=O)COc2ccccc2Cl)cc1
Cc1cccc(OCC(=O)Nc2ccc(-c3ccc(NC(=O)COc4cccc(C)c4)cc3)cc2)c1
Cc1ccc(OCC(=O)Nc2ccc(-c3ccc(NC(=O)COc4ccc(C)cc4)cc3)cc2)cc1
Cc1ccc(OCC(=O)Nc2ccccc2NC(=O)COc2ccc(C)cc2)cc1
O=C(COc1ccc(Cl)cc1)Nc1ccccc1NC(=O)COc1ccc(Cl)cc1
Cc1ccccc1OCC(=O)Nc1ccc(NC(=O)COc2ccccc2C)cc1
N#Cc1ccc(/C=C/C(=O)c2ccccc2)cc1
O=C(O)c1ccc(/C=C/C(=O)c2ccccc2)cc1
COc1ccc(C(=O)c2ccc(Cl)cc2)cc1
Cc1ccc(OCC(=O)OCC(=O)c2ccccc2)cc1C
Cc1ccc(OCC(=O)OCC(=O)c2ccc(Cl)cc2)cc1C
Cc1ccc(OCC(=O)OCC(=O)c2ccc([N+](=O)[O-])cc2)cc1C
CCCCC(=O)Nc1ccc(Cl)c(C(F)(F)F)c1
Cc1cc(C)nc(NC(=O)c2cccc(Cl)c2)n1
CC(=O)c1ccc(NC(=O)c2cccc(Cl)c2)cc1
COc1ccc(NC(=O)c2ccccc2C(=O)c2ccc(Cl)cc2)cc1
O=C(NCc1ccccc1)c1ccccc1C(=O)c1ccc(Cl)cc1
O=S(=O)(Oc1ccc(-c2ccccc2)cc1)c1ccc(Cl)cc1
COc1ccc(C(=O)Oc2ccc(Br)cc2Br)cc1OC
COc1ccc(Cl)cc1NC(=O)c1ccc(-c2ccccc2)cc1
Cc1ccc(C(=O)Nc2nc3ccccc3s2)cc1
O=C(Nc1cccc2cccnc12)c1cccnc1
O=C(Nc1ccc2ccccc2c1)c1cccnc1
O=C(Nc1ccc(Cl)cn1)c1cccc2ccccc12
Cc1cc(NC(=O)c2ccc(Cl)cc2)no1
O=C(Oc1cccc2cccnc12)c1cccs1
COc1cc(-c2nnc3n2N=C(c2ccccc2)CS3)cc(OC)c1OC
O=C(Nc1cccnc1Cl)c1ccncc1
O=C(NCCN1CCOCC1)c1ccncc1
Cc1cc(NS(=O)(=O)c2ccc(NC(=O)c3ccc(Cl)cc3)cc2)no1
Cc1cc(NS(=O)(=O)c2ccc(NC(=O)c3ccco3)cc2)no1
Cc1cc(C)nc(NC(=O)c2ccc(Cl)cc2)n1
O=C(NCCN1CCOCC1)c1ccccc1Cl
O=C(Cc1ccccc1)Nc1ccc(Cl)cn1
Cc1cccc(NC(=O)c2cc3ccccc3oc2=O)n1
O=C(OC(C(=O)c1ccccc1)c1ccccc1)c1cccc2ccccc12
COc1ccc(C(=O)OC2CCN(C)CC2)cc1
CCc1nnc2sc(-c3ccc(OC)cc3)nn12
COc1ccc(-c2nn3c(-c4ccccc4)nnc3s2)cc1
COc1ccc(-c2nn3c(-c4ccc(Cl)cc4)nnc3s2)cc1
Cc1cccc(C(=O)N2CCCCC2)c1
O=C(c1cccs1)N1CCN(Cc2ccc([N+](=O)[O-])cc2)CC1
O=C(Nc1ccc(Cl)cn1)C(c1ccccc1)c1ccccc1
c1ccc(C2=NC(c3ccccc3)N=C2c2ccccc2)cc1
Cc1ccnc(NC(=O)c2ccccc2NC(=O)c2ccccc2)c1
Cc1ccccc1S(=O)(=O)Oc1ccc(-c2ccccc2)cc1
COc1ccc(NC(=O)CCN2CCCCC2)cc1
Cn1c(COc2ccc(Cl)cc2)nc2ccccc21
CCCOc1cc(-c2ccccc2)nc(N)n1
CCn1c(COc2ccc(Cl)cc2)nc2ccccc21
O=C(C=C1NCCN1)c1ccccc1
COc1cc(-c2ccc(C)cc2)nc(N)n1
COc1ccc(C(=O)Nc2ccccc2C(=O)Nc2ccc(Oc3ccccc3)cc2)cc1
COc1ccc(C(=O)Nc2nc3ccccc3s2)c(OC)c1
COc1ccc(C(=O)Nc2nccs2)c(OC)c1
COc1cc(C(=O)OC2CCN(C)CC2)cc(OC)c1OC
Cc1cccc(C(=O)Nc2ccc(Cl)cn2)c1
Cc1cccc(-c2nn3c(-c4cccnc4)nnc3s2)c1
COc1cccc(C(=O)Nc2cccnc2Cl)c1
COc1ccc(C(=O)Nc2cc(Cl)ccc2OC)c(OC)c1
COc1ccccc1C(=O)Nc1nc2ccccc2s1
Cc1ccc(-c2nn3c(-c4cccnc4)nnc3s2)cc1C
O=C(Nc1ccccn1)c1ccccc1C(=O)c1ccc(Cl)cc1
COc1cc(-c2n[nH]c(=S)n2/N=C/c2ccc(-c3ccccc3[N+](=O)[O-])o2)cc(OC)c1OC
Cc1cc(OC(=O)/C=C/c2ccccc2[N+](=O)[O-])cc(C)c1Cl
Cc1cccc(NC(=O)c2cccnc2)n1
Cc1ccc(C(=O)Nc2nc(C)cc(C)n2)cc1
O=C(Nc1ccc(Oc2ccccc2)cc1)c1cccc(F)c1
O=C(Cc1ccccc1)NC1=NCCS1
COc1ccc(NC(=O)c2cc(OC)c(OC)c(OC)c2)cc1
O=C(NC1=NCCS1)c1cccc2ccccc12
O=C(CCCC(=O)Nc1nccs1)Nc1nccs1
COc1ccc(/C=C/C(=O)c2ccccc2N)cc1OC
CCCOc1cc(-c2ccc(OC)cc2)nc(N)n1
O=C(c1ccco1)N1CCN(Cc2cccc(Cl)c2)CC1
CCCCC(=O)Nc1nc2c(C)cccc2s1
Brc1ccc(-c2nn3c(Cn4nnc5ccccc54)nnc3s2)cc1
CCCCC(=O)Nc1nnc(C)s1
CCCc1nnc2n1N=CCS2
Brc1ccc(Nc2nnc(-c3ccncc3)s2)cc1
O=C(Nc1ccc2c(c1)Cc1ccccc1-2)c1ccc([N+](=O)[O-])cc1
Nc1nc(Cl)cc(N2CCOCC2)n1
COc1ccc(C(=O)Nc2ccc3c(c2)Cc2ccccc2-3)cc1
O=C(C(C(=O)c1ccccc1)=C1SCCS1)c1ccccc1
Clc1ccc2c(NCCN3CCN(CCN4CCCC4)CC3)ccnc2c1
O=S(=O)(Oc1ccccn1)c1ccc(Br)cc1
COc1ccccc1OC(=O)c1cccs1
O=[N+]([O-])c1cc2c(cc1C1OCCO1)OCO2
CCCc1nnc2n1NC(c1ccc(N(C)C)cc1)S2
Cc1nc2ccccc2s1
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1
N#Cc1cc(-c2ccc([N+](=O)[O-])cc2)n2ccccc12
CC1(C)OC(C)(C)/C(=C\Nc2cc3ccccc3cc2[N+](=O)[O-])C1=O
CCOc1cc([N+](=O)[O-])c(OCC)cc1N1CCN(c2cc(OCC)c([N+](=O)[O-])cc2OCC)CC1
CC1(C)OC(=O)C(=C2CCCCCN2)C(=O)O1
CC1(C)OC(=O)C(=C2CCCCN2)C(=O)O1
CC1(C)OC(=O)C(=C2CCCN2)C(=O)O1
C/C(CC(C)C)=N/NC(=S)SCN1C(=O)C2CCC(C)(C1=O)C2(C)C
O=C(c1ccccc1)C1C(c2ccc(Cl)cc2)C1c1ccc([N+](=O)[O-])cc1
CN(C)c1ccc(C2C(C(=O)c3ccco3)C2c2ccc(Cl)cc2)cc1
Cc1ccccc1N1C(=O)CSC1=S
c1cncc(-c2nnc3n2CCCS3)c1
O=C(COc1ccc(OCC(=O)Oc2c(Br)cc(Br)c3cccnc23)cc1)Oc1c(Br)cc(Br)c2cccnc12
Cc1ccc(C)c(OCC(=O)OCC(=O)c2ccc(Cl)cc2)c1
Brc1ccc(/C=C/c2nc3cc(-c4ccccc4)ccc3o2)cc1
Clc1ccc(/C=C/c2nc3cc(-c4ccccc4)ccc3o2)cc1Cl
Fc1cccc(-c2nc3cc(-c4ccc5oc(-c6cccc(F)c6)nc5c4)ccc3o2)c1
Brc1ccc(-c2nnc(-c3ccc(-c4ccccc4)cc3)o2)cc1
CC(/C=C\c1ccccc1)=N\NC(=S)SCN1C(=O)C2CCC(C)(C1=O)C2(C)C
COc1ccc(/C(C)=N/NC(=S)SCN2C(=O)C3CCC(C)(C2=O)C3(C)C)cc1
COc1ccc(/C=N/NC(=S)SCN2C(=O)c3ccccc3C2=O)cc1
O=C1c2ccccc2C(=O)N1CSC(=S)N/N=C/c1ccccc1Cl
O=c1cc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl)nc(-c2ccccc2)[nH]1
COc1ccc(-c2[nH]c(C)c(C(C)=O)c2C)cc1
CN1c2ccccc2C(C)(C)C12Oc1ccc3ccccc3c1N=C2c1ccccc1
CC(=O)Nc1ccc([N+](=O)[O-])cn1
