l2,lr,gcn_hidden_feat,classifier_hidden_feats,auc_roc,auc_prc,se,sp,acc,mcc,precision,type,split,model,seed
0.0001,0.00031622776601683794,"(128, 64)",256,0.8855087702528318,0.8688256544684012,0.8188775510204082,0.8290398126463701,0.8241758241758241,0.6477896635756455,0.8147208121827412,tr,random,gcn,0
0.0001,0.00031622776601683794,"(128, 64)",256,0.8941798941798942,0.8621599568289137,0.8163265306122449,0.8518518518518519,0.8349514563106796,0.6689372451532564,0.8333333333333334,va,random,gcn,0
0.0001,0.00031622776601683794,"(128, 64)",256,0.8424242424242423,0.8668410938215572,0.7291666666666666,0.7636363636363637,0.7475728155339806,0.49280303030302997,0.7291666666666666,te,random,gcn,0
