cano_smiles,pred_prop
Cc(n(Cc(cc1)ccc1C(Nc1nc(ccc(Br)c2)c2s1)=O)nc1C)c1Br,173916,1,0.86
Cc(ccc(-c1nc(cc(cc2)Cl)c2o1)c1)c1NC(c(cc1)ccc1F)=O,145978,1,0.92
CCn1nc(C)c(-c2nc3ccccc3c(C(Nc3cn(Cc4c(C)n(CC)nc4)nc3)=O)c2)c1,347021,1,0.96
Cc(cc1)cc2c1[nH]c(-c1cccc(-c3nc(cc(C)cc4)c4[nH]3)n1)n2,180565,1,1.0
O=C(c1c(cccc2Br)c2ccc1)Nc(cc1)cc2c1oc(-c1cccc3ccccc13)n2,189859,1,0.98
CC(Nc1nc(NCc(cc(cc2)OC)c2OC)nn11)=C(CC(OC)=O)C1=O,280570,1,0.89
[O-][N+](c(cc1)cc([N+]([O-])=O)c1N/N=C(/C(Nc1ccccc1)=O)\c1c[nH]c2c1cccc2)=O,284094,1,0.9
COc1cc(C(N2NCc(cc3)ccc3F)=Nc(cccc3)c3C2=O)cc(OC)c1OC,76802,1,0.84
O=C(c(cc1)cc2c1n(Cc1ccccc1)nn2)Nc(cc1)cc2c1OCCO2,299253,1,0.85
O=C(c1cccc(I)c1)Nc(cc1)cc2c1oc(-c(cccc1)c1Br)n2,177340,1,0.84
CCOC(c(cc1-c2cc(NC(c3c(-c(cc4)ccc4OC)ocn3)=O)ccc2)nn1-c1cccc(F)c1)=O,262858,1,0.92
CC(N=C(Nc(cc1)cc2c1OCO2)N1)=CC1=O,137732,1,0.89
Cc1ccc(Cc2nn3c(Nc(cc4)ccc4F)c(CCCC4)c4nc3n2)cc1,333874,1,0.85
COc(c(Nc1nc(cccc2)c2n2c1nnc2)c1)cc(OC)c1Cl,142952,1,0.97
CC(Nc1cccc(NC(c(cnn2c(C(F)(F)F)c3)c2nc3-c2ccccc2)=O)c1)=O,253281,1,0.83
COc1cccc(-c2nc3cc(-c4ccccc4)nn3c(C(NCCc(cc3)cc(OC)c3OC)=O)c2)c1,97753,1,0.99
Cc1ccc(CCNC(c(cc2)cc(NC(N3c4cc(OC)cc(OC)c4)=O)c2C3=O)=O)cc1,302054,1,0.97
O=C(C(C(c(ccc(Cl)c1)c1Cl)c(c1ccccc1cc1)c1N1)=C1N1)NC1=O,276116,1,0.99
O=C(c1cc(Oc2ccccc2)ccc1)Nc1c(cccc2NC(c3cc(Oc4ccccc4)ccc3)=O)c2ccc1,2911,1,0.99
COc1ccc(CNN(C(c(cc2)ccc2OC)=Nc2c3cccc2)C3=O)cc1,154670,1,0.85
O=C(c(cc1)cc2c1[nH]c(C(F)(F)F)n2)NCc1nnc2n1cccc2,46673,1,0.84
Cc(cc1)ccc1-c1nc2ccccc2c(Nc(ccc([N+]([O-])=O)c2)c2Cl)n1,303387,1,0.96
CCc1nnc(cc2)n1cc2-c1noc(Cc2ccc(C)cc2)n1,303707,1,0.83
CCOC(c1nc2cc(C)c(C)cc2nc1Nc(cc1)cc(OC)c1OC)=O,50320,1,0.94
[O-][N+](c1cc(C2Nc(ccc(C(c3ccccc3)=O)c3)c3NC(CC(C3)c4ccccc4)=C2C3=O)ccc1)=O,299063,1,0.81
Cc1c(-c2ccccc2)sc(NC(c2ccccc2)=O)c1C(Nc(cccc1)c1OC)=O,185090,1,0.89
CC(C)(C)c(cc1)ccc1C1=NC(c(cc2)ccc2N(C)C)=Nc(cc(cc2)F)c2N1,223971,1,0.95
Cc1cccc(C(Nc2c(C(N(CC3)Cc4c3cccc4)=O)[nH]c3c2cccc3)=O)c1,302115,1,0.81
CCNc1nc(-c2nnc(-c3cc(C)ccc3)o2)nc2ccccc12,207355,1,0.91
