FP_type,split_type,type,num_of_compounds,C,gamma,rmse,r2,mae
MACCS,random,tr,1513,5.108017810703224,0.045730771306462026,0.3888037494105684,0.9175920117582289,0.22905092701045837
MACCS,random,va,1513,5.108017810703224,0.045730771306462026,0.6248654594105479,0.7491494339761844,0.4760689817237001
MACCS,random,te,1513,5.108017810703224,0.045730771306462026,0.8795926472060113,0.552782881782008,0.6468887916539225
