FP_type,split_type,type,num_of_compounds,C,gamma,precision,se,sp,acc,mcc,auc_prc,auc_roc
MACCS,random,tr,1025,90.9628885216363,0.01150394941315848,0.9573934837092731,0.9744897959183674,0.9601873536299765,0.967032967032967,0.9341303948074665,0.9895936689088887,0.9911789657314917
MACCS,random,va,1025,90.9628885216363,0.01150394941315848,0.9148936170212766,0.8775510204081632,0.9259259259259259,0.9029126213592233,0.8056110190074063,0.9526210238662969,0.9646636432350717
MACCS,random,te,1025,90.9628885216363,0.01150394941315848,0.9090909090909091,0.8333333333333334,0.9272727272727272,0.883495145631068,0.7670247909484376,0.9568635382326446,0.9481060606060606
